Name,Category,Investment Horizon,NAV,Date,NAV_Category
Axis Retirement Fund - Dynamic Plan - Regular Plan - IDCW,Solution Oriented Scheme - Retirement Fund,Long-Term Schemes,19.33,"Fri, 25 Oct 2024 00:00:00",Medium
Axis Retirement Fund - Dynamic Plan - Regular Growth,Solution Oriented Scheme - Retirement Fund,Long-Term Schemes,19.33,"Fri, 25 Oct 2024 00:00:00",Medium
ICICI Prudential ESG Exclusionary Strategy Fund - Direct Plan - IDCW,Equity Scheme - Sectoral/ Thematic,Long-Term Schemes,19.33,"Thu, 24 Oct 2024 00:00:00",Medium
Axis Arbitrage Fund - Direct Plan - Growth,Hybrid Scheme - Arbitrage Fund,Short-Term Schemes,19.3257,"Fri, 25 Oct 2024 00:00:00",Medium
LIC MF Banking and Financial Services Fund-Regular Plan-Growth,Equity Scheme - Sectoral/ Thematic,Long-Term Schemes,19.3081,"Fri, 25 Oct 2024 00:00:00",Medium
LIC MF Banking and Financial Services Fund-Regular Plan-IDCW,Equity Scheme - Sectoral/ Thematic,Long-Term Schemes,19.3047,"Fri, 25 Oct 2024 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 74 -9 Years Plan U Direct Plan Cumulative Option,Income,Short-Term Schemes,19.3019,"Wed, 14 Jun 2023 00:00:00",Medium
NIPPON INDIA FLOATING RATE FUND - IDCW Option,Debt Scheme - Floater Fund,Short-Term Schemes,19.2867,"Fri, 25 Oct 2024 00:00:00",Medium
Groww Value Fund (formerly known as Indiabulls Value Fund)- Regular Plan- Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),Equity Scheme - Value Fund,Long-Term Schemes,19.2864,"Fri, 25 Oct 2024 00:00:00",Medium
Kotak Multicap Fund-Direct Plan-IDCW Option,Equity Scheme - Multi Cap Fund,Long-Term Schemes,19.284,"Fri, 25 Oct 2024 00:00:00",Medium
Kotak Multicap Fund-Direct Plan-Growth,Equity Scheme - Multi Cap Fund,Long-Term Schemes,19.284,"Fri, 25 Oct 2024 00:00:00",Medium
BANDHAN Hybrid Equity Fund-Regular Plan IDCW,Hybrid Scheme - Aggressive Hybrid Fund,Long-Term Schemes,19.261,"Fri, 25 Oct 2024 00:00:00",Medium
HDFC Multi Cap Fund - Growth Option - Direct Plan,Equity Scheme - Multi Cap Fund,Long-Term Schemes,19.256,"Fri, 25 Oct 2024 00:00:00",Medium
HDFC Corporate Bond Fund - IDCW Option - Direct Plan,Debt Scheme - Corporate Bond Fund,Short-Term Schemes,19.2521,"Fri, 25 Oct 2024 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan - Series 74 - 9 Years Plan U Direct Plan IDCW Option,Income,Short-Term Schemes,19.2518,"Wed, 14 Jun 2023 00:00:00",Medium
HDFC Income Fund - Normal IDCW - Direct Plan,Debt Scheme - Medium to Long Duration Fund,Short-Term Schemes,19.2518,"Fri, 25 Oct 2024 00:00:00",Medium
HSBC Medium Duration Fund - Regular Growth,Debt Scheme - Medium Duration Fund,Short-Term Schemes,19.2515,"Fri, 25 Oct 2024 00:00:00",Medium
HDFC Medium Term Debt Fund - IDCW Option - Direct Plan,Debt Scheme - Medium Duration Fund,Short-Term Schemes,19.245,"Fri, 25 Oct 2024 00:00:00",Medium
Sundaram Corporate Bond Fund Direct Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),Debt Scheme - Corporate Bond Fund,Short-Term Schemes,19.2409,"Fri, 25 Oct 2024 00:00:00",Medium
Kotak US Equity Fund - Standard Plan - Growth option,Other Scheme - FoF Overseas,Long-Term Schemes,19.216,"Tue, 25 Feb 2020 00:00:00",Medium
Aditya Birla Sun Life Retirement Fund-The 30s Plan-Regular Growth,Solution Oriented Scheme - Retirement Fund,Long-Term Schemes,19.214,"Fri, 25 Oct 2024 00:00:00",Medium
Kotak US Equity Fund - Standard Plan - Dividend option,Other Scheme - FoF Overseas,Long-Term Schemes,19.213,"Tue, 25 Feb 2020 00:00:00",Medium
HDFC ARBITRAGE FUND - Wholesale Growth Option - Direct Plan,Hybrid Scheme - Arbitrage Fund,Short-Term Schemes,19.21,"Fri, 25 Oct 2024 00:00:00",Medium
HDFC Housing Opportunities Fund  - IDCW Option - Direct Plan,Equity Scheme - Sectoral/ Thematic,Long-Term Schemes,19.179,"Fri, 25 Oct 2024 00:00:00",Medium
Navi Conservative Hybrid Fund - Direct Plan Quarterly IDCW,Hybrid Scheme - Conservative Hybrid Fund,Long-Term Schemes,19.1703,"Fri, 25 Oct 2024 00:00:00",Medium
360 ONE QUANT FUND DIRECT GROWTH,Equity Scheme - Sectoral/ Thematic,Long-Term Schemes,19.1335,"Fri, 25 Oct 2024 00:00:00",Medium
360 ONE QUANT FUND DIRECT INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,Equity Scheme - Sectoral/ Thematic,Long-Term Schemes,19.1335,"Fri, 25 Oct 2024 00:00:00",Medium
SBI Nifty Next 50 Index Fund - Direct Plan - Growth,Other Scheme - Index Funds,Long-Term Schemes,19.1323,"Fri, 25 Oct 2024 00:00:00",Medium
SBI Nifty Next 50 Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Other Scheme - Index Funds,Long-Term Schemes,19.1314,"Fri, 25 Oct 2024 00:00:00",Medium
DSP Value Fund - Direct Plan - IDCW,Equity Scheme - Value Fund,Long-Term Schemes,19.12,"Thu, 24 Oct 2024 00:00:00",Medium
LIC MF Equity Savings Fund-Regular Plan-Quarterly IDCW,Hybrid Scheme - Equity Savings,Long-Term Schemes,19.1172,"Fri, 25 Oct 2024 00:00:00",Medium
Mirae Asset Equity Savings Fund- Regular Plan- Growth,Hybrid Scheme - Equity Savings,Long-Term Schemes,19.087,"Fri, 25 Oct 2024 00:00:00",Medium
SBI Magnum Gilt Fund - Income Distribution cum Capital Withdrawal Option (IDCW) - PF (Fixed Period - 3 Yrs),Debt Scheme - Gilt Fund,Short-Term Schemes,19.0859,"Fri, 25 Oct 2024 00:00:00",Medium
UTI Nifty 500 Value 50 Index Fund - Direct Plan - Growth Option,Other Scheme - Index Funds,Long-Term Schemes,19.046,"Fri, 25 Oct 2024 00:00:00",Medium
PGIM India ELSS Tax Saver Fund - Regular Plan - Dividend Option,Equity Scheme - ELSS,Long-Term Schemes,19.04,"Fri, 25 Oct 2024 00:00:00",Medium
Franklin India Multi - Asset Solution Fund of Funds- IDCW,Other Scheme - FoF Domestic,Long-Term Schemes,19.0348,"Thu, 24 Oct 2024 00:00:00",Medium
Franklin India Multi - Asset Solution Fund of Funds- Growth Plan,Other Scheme - FoF Domestic,Long-Term Schemes,19.0348,"Thu, 24 Oct 2024 00:00:00",Medium
ICICI Prudential Gilt Fund - Direct Plan - IDCW,Debt Scheme - Gilt Fund,Short-Term Schemes,19.0346,"Fri, 25 Oct 2024 00:00:00",Medium
Shriram Balanced Advantage Fund - Direct Growth,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Long-Term Schemes,19.0336,"Fri, 25 Oct 2024 00:00:00",Medium
ICICI Prudential Nifty Auto Index Fund - Direct Plan - Growth,Other Scheme - Index Funds,Long-Term Schemes,19.0306,"Fri, 25 Oct 2024 00:00:00",Medium
ICICI Prudential Nifty Auto Index Fund - Direct Plan - IDCW,Other Scheme - Index Funds,Long-Term Schemes,19.0305,"Fri, 25 Oct 2024 00:00:00",Medium
ICICI Prudential Bharat Consumption Fund - Direct Plan - IDCW Option,Equity Scheme - Sectoral/ Thematic,Long-Term Schemes,19.03,"Fri, 25 Oct 2024 00:00:00",Medium
BARODA BNP PARIBAS Focused Fund - Direct Plan - IDCW Option,Equity Scheme - Focused Fund,Long-Term Schemes,19.0182,"Fri, 25 Oct 2024 00:00:00",Medium
JM Midcap Fund (Regular) - Growth,Equity Scheme - Mid Cap Fund,Long-Term Schemes,19.0157,"Fri, 25 Oct 2024 00:00:00",Medium
JM Midcap Fund (Regular) - IDCW,Equity Scheme - Mid Cap Fund,Long-Term Schemes,19.0156,"Fri, 25 Oct 2024 00:00:00",Medium
Franklin India Corporate Debt Fund - Plan A - Direct - Annual - IDCW,Debt Scheme - Corporate Bond Fund,Short-Term Schemes,18.9969,"Fri, 25 Oct 2024 00:00:00",Medium
Tata Business Cycle Fund-Regular Plan-IDCW Reinvestment,Equity Scheme - Sectoral/ Thematic,Long-Term Schemes,18.9937,"Fri, 25 Oct 2024 00:00:00",Medium
Tata Business Cycle Fund-Regular Plan-IDCW Payout,Equity Scheme - Sectoral/ Thematic,Long-Term Schemes,18.9937,"Fri, 25 Oct 2024 00:00:00",Medium
Tata Business Cycle Fund-Regular Plan-Growth,Equity Scheme - Sectoral/ Thematic,Long-Term Schemes,18.9937,"Fri, 25 Oct 2024 00:00:00",Medium
HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,Hybrid Scheme - Aggressive Hybrid Fund,Long-Term Schemes,18.992,"Fri, 25 Oct 2024 00:00:00",Medium
Navi Nifty Midcap 150 Index Fund Regular Plan- Growth,Other Scheme - Index Funds,Long-Term Schemes,18.984,"Fri, 25 Oct 2024 00:00:00",Medium
NIPPON INDIA CAPITAL PROTECTION ORIENTED FUND II - PLAN A - IDCW Option,Income,Short-Term Schemes,18.9818,"Mon, 07 Aug 2023 00:00:00",Medium
Nippon India Capital Protection Oriented Fund  II - Plan A - Regular Plan - Growth Option,Income,Short-Term Schemes,18.9818,"Mon, 07 Aug 2023 00:00:00",Medium
HSBC Focused Fund - Regular IDCW,Equity Scheme - Focused Fund,Long-Term Schemes,18.9716,"Fri, 25 Oct 2024 00:00:00",Medium
Canara Robeco Focused Equity Fund - Regular Plan - Growth Option,Equity Scheme - Focused Fund,Long-Term Schemes,18.96,"Fri, 25 Oct 2024 00:00:00",Medium
ICICI Prudential Flexicap Fund - Direct Plan - Growth,Equity Scheme - Flexi Cap Fund,Long-Term Schemes,18.94,"Fri, 25 Oct 2024 00:00:00",Medium
ICICI Prudential Flexicap Fund - Direct Plan - IDCW,Equity Scheme - Flexi Cap Fund,Long-Term Schemes,18.93,"Fri, 25 Oct 2024 00:00:00",Medium
Shriram Balanced Advantage Fund - Direct- IDCW,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Long-Term Schemes,18.9227,"Fri, 25 Oct 2024 00:00:00",Medium
Edelweiss Equity Savings Fund - Direct Plan - IDCW Option,Hybrid Scheme - Equity Savings,Long-Term Schemes,18.9145,"Fri, 25 Oct 2024 00:00:00",Medium
Canara Robeco Value Fund - Direct Plan - Growth Option,Equity Scheme - Value Fund,Long-Term Schemes,18.91,"Fri, 25 Oct 2024 00:00:00",Medium
UTI Nifty 500 Value 50 Index Fund - Regular Plan - Growth Option,Other Scheme - Index Funds,Long-Term Schemes,18.9093,"Fri, 25 Oct 2024 00:00:00",Medium
SBI Magnum Income Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),Debt Scheme - Medium to Long Duration Fund,Short-Term Schemes,18.9005,"Fri, 25 Oct 2024 00:00:00",Medium
UTI Arbitrage Fund - Regular Plan - IDCW,Hybrid Scheme - Arbitrage Fund,Short-Term Schemes,18.8967,"Fri, 25 Oct 2024 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan -Series 74 -9 Years Plan U Cumulative Option,Income,Short-Term Schemes,18.8712,"Wed, 14 Jun 2023 00:00:00",Medium
Canara Robeco Focused Equity Fund - Direct Plan - IDCW (Payout/Reinvestment),Equity Scheme - Focused Fund,Long-Term Schemes,18.86,"Fri, 25 Oct 2024 00:00:00",Medium
DSP Low Duration Fund - Regular Plan - Growth,Debt Scheme - Low Duration Fund,Short-Term Schemes,18.8527,"Fri, 25 Oct 2024 00:00:00",Medium
DSP Global Clean Energy Fund of Fund - Direct Plan - Growth,Other Scheme - FoF Overseas,Long-Term Schemes,18.8358,"Thu, 24 Oct 2024 00:00:00",Medium
Invesco India ESG Integration Strategy Fund - Direct Plan - Growth,Equity Scheme - Sectoral/ Thematic,Long-Term Schemes,18.83,"Fri, 25 Oct 2024 00:00:00",Medium
ICICI Prudential Nifty Auto Index Fund - IDCW,Other Scheme - Index Funds,Long-Term Schemes,18.8215,"Fri, 25 Oct 2024 00:00:00",Medium
ICICI Prudential Fixed Maturity Plan -Series 74 -9 Years Plan U IDCW Option,Income,Short-Term Schemes,18.8211,"Wed, 14 Jun 2023 00:00:00",Medium
ICICI Prudential Nifty Auto Index Fund - Growth,Other Scheme - Index Funds,Long-Term Schemes,18.8209,"Fri, 25 Oct 2024 00:00:00",Medium
SBI Nifty Next 50 Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Other Scheme - Index Funds,Long-Term Schemes,18.8101,"Fri, 25 Oct 2024 00:00:00",Medium
SBI Nifty Next 50 Index Fund - Regular Plan - Growth,Other Scheme - Index Funds,Long-Term Schemes,18.81,"Fri, 25 Oct 2024 00:00:00",Medium
Invesco India Flexi Cap Fund - Direct Plan - IDCW,Equity Scheme - Flexi Cap Fund,Long-Term Schemes,18.8,"Fri, 25 Oct 2024 00:00:00",Medium
Invesco India Flexi Cap Fund - Direct Plan - Growth,Equity Scheme - Flexi Cap Fund,Long-Term Schemes,18.79,"Fri, 25 Oct 2024 00:00:00",Medium
HSBC Global Emerging Markets Fund - IDCW Direct Plan,Other Scheme - FoF Overseas,Long-Term Schemes,18.7785,"Thu, 24 Oct 2024 00:00:00",Medium
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - IDCW Option,Debt Scheme - Corporate Bond Fund,Short-Term Schemes,18.7749,"Fri, 25 Oct 2024 00:00:00",Medium
Franklin India Pension Plan - IDCW,Solution Oriented Scheme - Retirement Fund,Long-Term Schemes,18.7666,"Fri, 25 Oct 2024 00:00:00",Medium
Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Regular Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),Hybrid Scheme - Conservative Hybrid Fund,Long-Term Schemes,18.747,"Fri, 25 Oct 2024 00:00:00",Medium
Mahindra Manulife ELSS Tax Saver Fund - Regular Plan - IDCW,Equity Scheme - ELSS,Long-Term Schemes,18.7466,"Fri, 25 Oct 2024 00:00:00",Medium
Kotak Manufacture in India Fund - Direct Plan IDCW Option,Equity Scheme - Sectoral/ Thematic,Long-Term Schemes,18.743,"Fri, 25 Oct 2024 00:00:00",Medium
Kotak Manufacture in India Fund - Direct Plan Growth,Equity Scheme - Sectoral/ Thematic,Long-Term Schemes,18.743,"Fri, 25 Oct 2024 00:00:00",Medium
SBI Magnum Medium Duration Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Debt Scheme - Medium Duration Fund,Short-Term Schemes,18.7341,"Fri, 25 Oct 2024 00:00:00",Medium
Aditya Birla Sun Life ESG Integration Strategy Fund-Direct - Payout of IDCW,Equity Scheme - Sectoral/ Thematic,Long-Term Schemes,18.73,"Fri, 25 Oct 2024 00:00:00",Medium
Axis Value Fund - Direct Plan - IDCW,Equity Scheme - Value Fund,Long-Term Schemes,18.73,"Fri, 25 Oct 2024 00:00:00",Medium
Aditya Birla Sun Life ESG Integration Strategy Fund-Direct Plan-Growth,Equity Scheme - Sectoral/ Thematic,Long-Term Schemes,18.73,"Fri, 25 Oct 2024 00:00:00",Medium
Axis Value Fund - Direct Plan - Growth,Equity Scheme - Value Fund,Long-Term Schemes,18.73,"Fri, 25 Oct 2024 00:00:00",Medium
Canara Robeco Value Fund - Direct Plan - IDCW (Payout/Reinvestment),Equity Scheme - Value Fund,Long-Term Schemes,18.72,"Fri, 25 Oct 2024 00:00:00",Medium
Motilal Oswal Nifty Bank Index Fund - Direct Plan,Other Scheme - Index Funds,Long-Term Schemes,18.7147,"Fri, 25 Oct 2024 00:00:00",Medium
PGIM India Arbitrage Fund - Direct Plan - Growth,Hybrid Scheme - Arbitrage Fund,Short-Term Schemes,18.7064,"Fri, 25 Oct 2024 00:00:00",Medium
HSBC Asia Pacific IDCW Yield Fund IDCW,Other Scheme - FoF Overseas,Long-Term Schemes,18.7053,"Thu, 24 Oct 2024 00:00:00",Medium
BANDHAN Bond Fund - Short Term Plan - Plan C  - Growth,Debt Scheme - Short Duration Fund,Short-Term Schemes,18.70210837,"Fri, 17 Feb 2017 00:00:00",Medium
Edelweiss Banking and PSU Debt Fund - Direct Plan - IDCW Option,Debt Scheme - Banking and PSU Fund,Short-Term Schemes,18.6993,"Fri, 25 Oct 2024 00:00:00",Medium
HSBC Aggressive Hybrid Fund - Regular Annual IDCW,Hybrid Scheme - Aggressive Hybrid Fund,Long-Term Schemes,18.6896,"Fri, 25 Oct 2024 00:00:00",Medium
WhiteOak Capital Mid Cap Fund Direct Plan IDCW,Equity Scheme - Mid Cap Fund,Long-Term Schemes,18.688,"Fri, 25 Oct 2024 00:00:00",Medium
WhiteOak Capital Mid Cap Fund Direct Plan Growth,Equity Scheme - Mid Cap Fund,Long-Term Schemes,18.688,"Fri, 25 Oct 2024 00:00:00",Medium
Axis Nifty Midcap 50 Index Fund - Direct Plan - Growth Option,Other Scheme - Index Funds,Long-Term Schemes,18.677,"Fri, 25 Oct 2024 00:00:00",Medium
Axis Nifty Midcap 50 Index Fund - Direct Plan - IDCW Option,Other Scheme - Index Funds,Long-Term Schemes,18.6763,"Fri, 25 Oct 2024 00:00:00",Medium
Sundaram Corporate Bond Fund Regular Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),Debt Scheme - Corporate Bond Fund,Short-Term Schemes,18.6751,"Fri, 25 Oct 2024 00:00:00",Medium
HDFC FMP 3360D March 2014 (1) - Flexi Option - Direct Plan,Income,Short-Term Schemes,18.675,"Tue, 06 Jun 2023 00:00:00",Medium
HDFC FMP 3360D March 2014 (1) - Growth Option - Direct Plan,Income,Short-Term Schemes,18.675,"Tue, 06 Jun 2023 00:00:00",Medium
BANDHAN Corporate Bond Fund - Direct Growth,Debt Scheme - Corporate Bond Fund,Short-Term Schemes,18.6726,"Fri, 25 Oct 2024 00:00:00",Medium
ICICI Prudential Nifty 200 Momentum 30 Index Fund - Direct Plan - Growth,Other Scheme - Index Funds,Long-Term Schemes,18.6654,"Fri, 25 Oct 2024 00:00:00",Medium
ITI Large Cap Fund - Direct Plan - IDCW Option,Equity Scheme - Large Cap Fund,Long-Term Schemes,18.6635,"Fri, 25 Oct 2024 00:00:00",Medium
ITI Large Cap Fund - Direct Plan - Growth Option,Equity Scheme - Large Cap Fund,Long-Term Schemes,18.6635,"Fri, 25 Oct 2024 00:00:00",Medium
ICICI Prudential Nifty 200 Momentum 30 Index Fund - Direct Plan - IDCW,Other Scheme - Index Funds,Long-Term Schemes,18.6625,"Fri, 25 Oct 2024 00:00:00",Medium
ICICI Prudential Smallcap Fund - Institutional Growth,Equity Scheme - Small Cap Fund,Long-Term Schemes,18.65,"Fri, 24 Apr 2020 00:00:00",Medium
HDFC Corporate Bond Fund - IDCW Option,Debt Scheme - Corporate Bond Fund,Short-Term Schemes,18.645,"Fri, 25 Oct 2024 00:00:00",Medium
Tata Dividend Yield Fund-Direct Plan-IDCW Reinvestment,Equity Scheme - Dividend Yield Fund,Long-Term Schemes,18.612,"Fri, 25 Oct 2024 00:00:00",Medium
Tata Dividend Yield Fund-Direct Plan-IDCW Payout,Equity Scheme - Dividend Yield Fund,Long-Term Schemes,18.612,"Fri, 25 Oct 2024 00:00:00",Medium
Tata Dividend Yield Fund-Direct Plan-Growth,Equity Scheme - Dividend Yield Fund,Long-Term Schemes,18.612,"Fri, 25 Oct 2024 00:00:00",Medium
Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip  Fund)  Direct Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Equity Scheme - Large Cap Fund,Long-Term Schemes,18.6,"Fri, 25 Oct 2024 00:00:00",Medium
Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund) Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),Equity Scheme - Large Cap Fund,Long-Term Schemes,18.6,"Fri, 25 Oct 2024 00:00:00",Medium
Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Regular Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW),Hybrid Scheme - Conservative Hybrid Fund,Long-Term Schemes,18.5847,"Fri, 25 Oct 2024 00:00:00",Medium
HSBC Asia Pacific IDCW Yield Fund Direct Plan IDCW,Other Scheme - FoF Overseas,Long-Term Schemes,18.5688,"Thu, 24 Oct 2024 00:00:00",Medium
HDFC Multi Cap Fund - Growth Option,Equity Scheme - Multi Cap Fund,Long-Term Schemes,18.544,"Fri, 25 Oct 2024 00:00:00",Medium
SBI Retirement Benefit Fund - Aggressive Hybrid Plan - Regular Plan - Growth,Solution Oriented Scheme - Retirement Fund,Long-Term Schemes,18.5351,"Fri, 25 Oct 2024 00:00:00",Medium
SBI Retirement Benefit Fund - Aggressive Hybrid Plan - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Solution Oriented Scheme - Retirement Fund,Long-Term Schemes,18.5346,"Fri, 25 Oct 2024 00:00:00",Medium
Edelweiss Arbitrage Fund- Regular Plan -Bonus Option,Hybrid Scheme - Arbitrage Fund,Short-Term Schemes,18.5222,"Fri, 25 Oct 2024 00:00:00",Medium
Edelweiss Arbitrage Fund- Regular Plan- Growth Option,Hybrid Scheme - Arbitrage Fund,Short-Term Schemes,18.5177,"Fri, 25 Oct 2024 00:00:00",Medium
UTI Medium Duration Fund - Direct Plan - Growth Option,Debt Scheme - Medium Duration Fund,Short-Term Schemes,18.5005,"Fri, 25 Oct 2024 00:00:00",Medium
SBI Arbitrage Opportunities Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Hybrid Scheme - Arbitrage Fund,Short-Term Schemes,18.4864,"Fri, 25 Oct 2024 00:00:00",Medium
UTI Equity Savings Fund - Direct Plan - Monthly IDCW,Hybrid Scheme - Equity Savings,Long-Term Schemes,18.4852,"Fri, 25 Oct 2024 00:00:00",Medium
UTI Equity Savings Fund - Direct Plan - Quarterly IDCW,Hybrid Scheme - Equity Savings,Long-Term Schemes,18.4842,"Fri, 25 Oct 2024 00:00:00",Medium
UTI Equity Savings Fund - Direct Plan - IDCW,Hybrid Scheme - Equity Savings,Long-Term Schemes,18.4842,"Fri, 25 Oct 2024 00:00:00",Medium
UTI Equity Savings Fund - Direct Plan - Growth Option,Hybrid Scheme - Equity Savings,Long-Term Schemes,18.4842,"Fri, 25 Oct 2024 00:00:00",Medium
Mirae Asset Global X Artificial Intelligence & Technology ETF Fund of Fund - Direct Plan- Growth,Other Scheme - FoF Overseas,Long-Term Schemes,18.482,"Thu, 24 Oct 2024 00:00:00",Medium
HSBC Multi Cap Fund - Direct - IDCW,Equity Scheme - Multi Cap Fund,Long-Term Schemes,18.4813,"Fri, 25 Oct 2024 00:00:00",Medium
HSBC Multi Cap Fund - Direct - Growth,Equity Scheme - Multi Cap Fund,Long-Term Schemes,18.4811,"Fri, 25 Oct 2024 00:00:00",Medium
SBI Nifty Smallcap 250 Index Fund - Direct Plan - Growth,Other Scheme - Index Funds,Long-Term Schemes,18.4808,"Fri, 25 Oct 2024 00:00:00",Medium
SBI Nifty Smallcap 250 Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Other Scheme - Index Funds,Long-Term Schemes,18.4803,"Fri, 25 Oct 2024 00:00:00",Medium
360 ONE QUANT FUND REGULAR INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,Equity Scheme - Sectoral/ Thematic,Long-Term Schemes,18.478,"Fri, 25 Oct 2024 00:00:00",Medium
360 ONE QUANT FUND REGULAR GROWTH,Equity Scheme - Sectoral/ Thematic,Long-Term Schemes,18.478,"Fri, 25 Oct 2024 00:00:00",Medium
HDFC Short Term  Debt Fund - Normal IDCW - Direct Plan,Debt Scheme - Short Duration Fund,Short-Term Schemes,18.4622,"Fri, 25 Oct 2024 00:00:00",Medium
