Name,Category,Investment Horizon,NAV,Date,NAV_Category
HSBC Managed Solutions India Moderate Fund Direct Plan IDCW,Other Scheme - FoF Domestic,Long-Term Schemes,20.387,"Thu, 24 Oct 2024 00:00:00",Medium
PGIM India Flexi Cap Fund - Regular Plan - Dividend Option,Equity Scheme - Flexi Cap Fund,Long-Term Schemes,20.38,"Fri, 25 Oct 2024 00:00:00",Medium
Mirae Asset NYSE FANG + ETF Fund of Fund Regular Growth,Other Scheme - FoF Domestic,Long-Term Schemes,20.377,"Thu, 24 Oct 2024 00:00:00",Medium
Nippon India Quarterly Interval Fund - Series III - Direct Plan Growth Plan - Growth,Income,Short-Term Schemes,20.3568,"Fri, 25 Oct 2024 00:00:00",Medium
ICICI Prudential PSU Equity Fund - IDCW,Equity Scheme - Sectoral/ Thematic,Long-Term Schemes,20.35,"Fri, 25 Oct 2024 00:00:00",Medium
ICICI Prudential PSU Equity Fund - Growth,Equity Scheme - Sectoral/ Thematic,Long-Term Schemes,20.35,"Fri, 25 Oct 2024 00:00:00",Medium
Quantum Dynamic Bond Fund - Regular Plan Growth Option,Debt Scheme - Dynamic Bond,Short-Term Schemes,20.3299,"Fri, 25 Oct 2024 00:00:00",Medium
Nippon India Banking  & PSU Debt Fund- Direct Plan-Growth Plan- Bonus Option,Debt Scheme - Banking and PSU Fund,Short-Term Schemes,20.3148,"Fri, 25 Oct 2024 00:00:00",Medium
Nippon India Banking  & PSU Debt Fund- Direct Plan-Growth Plan- Growth Option,Debt Scheme - Banking and PSU Fund,Short-Term Schemes,20.314,"Fri, 25 Oct 2024 00:00:00",Medium
NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - IDCW Option,Debt Scheme - Banking and PSU Fund,Short-Term Schemes,20.314,"Fri, 25 Oct 2024 00:00:00",Medium
Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Growth,Debt Scheme - Credit Risk Fund,Short-Term Schemes,20.3023,"Fri, 25 Oct 2024 00:00:00",Medium
Nippon India Passive Flexicap FoF - Regular Plan - Growth Option,Other Scheme - FoF Domestic,Long-Term Schemes,20.2951,"Fri, 25 Oct 2024 00:00:00",Medium
NIPPON INDIA PASSIVE FLEXICAP FOF - IDCW Option,Other Scheme - FoF Domestic,Long-Term Schemes,20.2951,"Fri, 25 Oct 2024 00:00:00",Medium
Mirae Asset Equity Savings Fund- Direct Plan- Growth,Hybrid Scheme - Equity Savings,Long-Term Schemes,20.288,"Fri, 25 Oct 2024 00:00:00",Medium
Motilal Oswal Nifty 50 Index Fund - Regular plan - Growth,Other Scheme - Index Funds,Long-Term Schemes,20.2858,"Fri, 25 Oct 2024 00:00:00",Medium
DSP Quant Fund - Direct Plan - IDCW,Equity Scheme - Sectoral/ Thematic,Long-Term Schemes,20.27,"Fri, 25 Oct 2024 00:00:00",Medium
NIPPON INDIA SHORT TERM FUND - IDCW Option,Debt Scheme - Short Duration Fund,Short-Term Schemes,20.266,"Fri, 25 Oct 2024 00:00:00",Medium
DSP Global Allocation Fund of Fund - Regular Plan - Growth,Other Scheme - FoF Overseas,Long-Term Schemes,20.2516,"Thu, 24 Oct 2024 00:00:00",Medium
ICICI Prudential Interval Fund II - Quarterly Interval Plan F - Retail Growth,Income,Short-Term Schemes,20.25,"Wed, 16 Aug 2017 00:00:00",Medium
HDFC ARBITRAGE FUND - Retail Quarterly IDCW Option,Hybrid Scheme - Arbitrage Fund,Short-Term Schemes,20.247,"Fri, 25 Oct 2024 00:00:00",Medium
SBI Magnum Medium Duration Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Debt Scheme - Medium Duration Fund,Short-Term Schemes,20.2345,"Fri, 25 Oct 2024 00:00:00",Medium
NIPPON INDIA MULTI ASSET ALLOCATION FUND - IDCW Option,Hybrid Scheme - Multi Asset Allocation,Long-Term Schemes,20.2305,"Thu, 24 Oct 2024 00:00:00",Medium
Nippon India Multi Asset Allocation Fund - Regular Plan - Growth Option,Hybrid Scheme - Multi Asset Allocation,Long-Term Schemes,20.2305,"Thu, 24 Oct 2024 00:00:00",Medium
ICICI Prudential Dynamic Bond Fund - Direct Plan - Bonus Option,Income,Short-Term Schemes,20.23,"Fri, 25 May 2018 00:00:00",Medium
SBI Magnum Constant Maturity Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Debt Scheme - Gilt Fund with 10 year constant duration,Short-Term Schemes,20.2287,"Fri, 25 Oct 2024 00:00:00",Medium
LIC MF Equity Savings Fund-Regular Plan-Monthly IDCW,Hybrid Scheme - Equity Savings,Long-Term Schemes,20.2202,"Fri, 25 Oct 2024 00:00:00",Medium
Sundaram Diversified Equity (ELSS) Direct Plan - Income Distribution cum Capital Withdrawal (IDCW),Equity Scheme - ELSS,Long-Term Schemes,20.2104,"Fri, 25 Oct 2024 00:00:00",Medium
Axis Credit Risk Fund - Regular Plan - Growth,Debt Scheme - Credit Risk Fund,Short-Term Schemes,20.21,"Fri, 25 Oct 2024 00:00:00",Medium
Mahindra Manulife Small Cap Fund - Direct Plan - Growth,Equity Scheme - Small Cap Fund,Long-Term Schemes,20.187,"Fri, 25 Oct 2024 00:00:00",Medium
Mahindra Manulife Small Cap Fund - Direct Plan - IDCW,Equity Scheme - Small Cap Fund,Long-Term Schemes,20.187,"Fri, 25 Oct 2024 00:00:00",Medium
Kotak Nifty Next 50 Index Fund - Direct Plan - Growth Option,Other Scheme - Index Funds,Long-Term Schemes,20.1678,"Fri, 25 Oct 2024 00:00:00",Medium
Kotak Nifty Next 50 Index Fund - Direct Plan -Payout of Income Distribution cum capital withdrawal option,Other Scheme - Index Funds,Long-Term Schemes,20.1676,"Fri, 25 Oct 2024 00:00:00",Medium
Axis Balanced Advantage Fund - Regular Plan - Growth,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Long-Term Schemes,20.14,"Fri, 25 Oct 2024 00:00:00",Medium
HSBC Balanced Advantage Fund - Regular IDCW,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Long-Term Schemes,20.1335,"Fri, 25 Oct 2024 00:00:00",Medium
NIPPON INDIA - JAPAN EQUITY FUND - DIRECT Plan - IDCW Option,Equity Scheme - Sectoral/ Thematic,Long-Term Schemes,20.1332,"Fri, 25 Oct 2024 00:00:00",Medium
Nippon India Japan Equity Fund- Direct Plan- Growth Plan- Growth Option,Equity Scheme - Sectoral/ Thematic,Long-Term Schemes,20.1332,"Fri, 25 Oct 2024 00:00:00",Medium
Nippon India Japan Equity Fund- Direct Plan- Growth Plan- Bonus Option,Equity Scheme - Sectoral/ Thematic,Long-Term Schemes,20.1332,"Fri, 25 Oct 2024 00:00:00",Medium
Kotak US Equity Fund - Direct Plan - Growth option,Other Scheme - FoF Overseas,Long-Term Schemes,20.131,"Tue, 25 Feb 2020 00:00:00",Medium
Kotak US Equity Fund - Direct Plan - Dividend option,Other Scheme - FoF Overseas,Long-Term Schemes,20.129,"Tue, 25 Feb 2020 00:00:00",Medium
Tata Dynamic Bond Fund- Regular Plan - Payout of IDCW Option,Debt Scheme - Dynamic Bond,Short-Term Schemes,20.1116,"Fri, 23 Sep 2022 00:00:00",Medium
JM Focused Fund (Regular) - Growth Option,Equity Scheme - Focused Fund,Long-Term Schemes,20.1092,"Fri, 25 Oct 2024 00:00:00",Medium
JM Focused Fund (Regular) - IDCW,Equity Scheme - Focused Fund,Long-Term Schemes,20.1084,"Fri, 25 Oct 2024 00:00:00",Medium
Kotak Nifty Smallcap 50 Index Fund - Direct Plan - IDCW,Other Scheme - Index Funds,Long-Term Schemes,20.091,"Fri, 25 Oct 2024 00:00:00",Medium
HDFC Defence Fund - Growth Option,Equity Scheme - Sectoral/ Thematic,Long-Term Schemes,20.085,"Fri, 25 Oct 2024 00:00:00",Medium
HDFC Defence Fund - IDCW Option,Equity Scheme - Sectoral/ Thematic,Long-Term Schemes,20.085,"Fri, 25 Oct 2024 00:00:00",Medium
Kotak Nifty Smallcap 50 Index Fund - Direct Plan - Growth,Other Scheme - Index Funds,Long-Term Schemes,20.08,"Fri, 25 Oct 2024 00:00:00",Medium
Edelweiss MSCI India Domestic & World Healthcare 45 Index Fund - Direct Plan - IDCW Option,Other Scheme - Index Funds,Long-Term Schemes,20.0688,"Thu, 24 Oct 2024 00:00:00",Medium
Edelweiss MSCI India Domestic & World Healthcare 45 Index Fund Direct Plan - Growth,Other Scheme - Index Funds,Long-Term Schemes,20.0688,"Thu, 24 Oct 2024 00:00:00",Medium
ICICI Prudential Interval Fund II Quarterly Interval - Direct Plan -  Growth,Income,Short-Term Schemes,20.0513,"Tue, 24 Oct 2017 00:00:00",Medium
Tata Business Cycle Fund-Direct Plan-IDCW Reinvestment,Equity Scheme - Sectoral/ Thematic,Long-Term Schemes,20.0422,"Fri, 25 Oct 2024 00:00:00",Medium
Tata Business Cycle Fund-Direct Plan-Growth,Equity Scheme - Sectoral/ Thematic,Long-Term Schemes,20.0422,"Fri, 25 Oct 2024 00:00:00",Medium
Tata Business Cycle Fund-Direct Plan-IDCW Payout,Equity Scheme - Sectoral/ Thematic,Long-Term Schemes,20.0422,"Fri, 25 Oct 2024 00:00:00",Medium
Canara Robeco Focused Equity Fund - Direct Plan - Growth Option,Equity Scheme - Focused Fund,Long-Term Schemes,20.04,"Fri, 25 Oct 2024 00:00:00",Medium
ICICI Prudential MNC Fund - IDCW Option,Equity Scheme - Sectoral/ Thematic,Long-Term Schemes,20.03,"Thu, 24 Oct 2024 00:00:00",Medium
BANDHAN Bond Fund - Short Term - Regular Plan - Periodic IDCW,Debt Scheme - Short Duration Fund,Short-Term Schemes,20.0206,"Fri, 25 Oct 2024 00:00:00",Medium
Baroda BNP Paribas Aggressive Hybrid Fund -DIRECT PLAN- IDCW OPTION,Hybrid Scheme - Aggressive Hybrid Fund,Long-Term Schemes,20.0204,"Fri, 25 Oct 2024 00:00:00",Medium
NIPPON INDIA FLOATING RATE FUND - DIRECT Plan - IDCW Option,Debt Scheme - Floater Fund,Short-Term Schemes,20.0117,"Fri, 25 Oct 2024 00:00:00",Medium
Quant Value Fund - IDCW Option- Regular Plan,Equity Scheme - Value Fund,Long-Term Schemes,20.0035,"Fri, 25 Oct 2024 00:00:00",Medium
ICICI Prudential Interval Fund V - Monthly Interval Plan A - Retail Growth,Income,Short-Term Schemes,20.0008,"Wed, 16 Aug 2017 00:00:00",Medium
ICICI Prudential Interval Fund II Quarterly Interval - Growth,Income,Short-Term Schemes,19.9985,"Tue, 24 Oct 2017 00:00:00",Medium
PGIM India ELSS Tax Saver Fund - Direct Plan - Dividend Option,Equity Scheme - ELSS,Long-Term Schemes,19.99,"Fri, 25 Oct 2024 00:00:00",Medium
SBI Conservative Hybrid Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),Hybrid Scheme - Conservative Hybrid Fund,Long-Term Schemes,19.9848,"Fri, 25 Oct 2024 00:00:00",Medium
SBI Retirement Benefit Fund - Aggressive Plan - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Solution Oriented Scheme - Retirement Fund,Long-Term Schemes,19.9608,"Fri, 25 Oct 2024 00:00:00",Medium
SBI Retirement Benefit Fund - Aggressive Plan - Regular Plan - Growth,Solution Oriented Scheme - Retirement Fund,Long-Term Schemes,19.9602,"Fri, 25 Oct 2024 00:00:00",Medium
HSBC Corporate Bond Fund - Direct Semi Annual IDCW,Debt Scheme - Corporate Bond Fund,Short-Term Schemes,19.9433,"Fri, 25 Oct 2024 00:00:00",Medium
Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)- Regular Plan- - Income Distribution cum capital withdrawal Option (Payout),Equity Scheme - ELSS,Long-Term Schemes,19.94,"Fri, 25 Oct 2024 00:00:00",Medium
Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)-Regular Plan-Growth Option,Equity Scheme - ELSS,Long-Term Schemes,19.94,"Fri, 25 Oct 2024 00:00:00",Medium
JM Medium to Long Duration Fund (Regular) - Quarterly IDCW,Debt Scheme - Medium to Long Duration Fund,Short-Term Schemes,19.9194,"Fri, 25 Oct 2024 00:00:00",Medium
Quant Value Fund - Growth Option - Regular Plan,Equity Scheme - Value Fund,Long-Term Schemes,19.894,"Fri, 25 Oct 2024 00:00:00",Medium
Kotak Nifty Smallcap 50 Index Fund - Regular Plan - Growth,Other Scheme - Index Funds,Long-Term Schemes,19.883,"Fri, 25 Oct 2024 00:00:00",Medium
Kotak Nifty Smallcap 50 Index Fund - Regular Plan - IDCW,Other Scheme - Index Funds,Long-Term Schemes,19.882,"Fri, 25 Oct 2024 00:00:00",Medium
Nippon India Nifty 50 Value 20 Index Fund - Direct Plan - Growth Option,Other Scheme - Index Funds,Long-Term Schemes,19.8809,"Fri, 25 Oct 2024 00:00:00",Medium
NIPPON INDIA NIFTY 50 VALUE 20 INDEX FUND - DIRECT Plan - IDCW Option,Other Scheme - Index Funds,Long-Term Schemes,19.8809,"Fri, 25 Oct 2024 00:00:00",Medium
Tata Balanced Advantage Fund-Regular Plan-Growth,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Long-Term Schemes,19.8745,"Fri, 25 Oct 2024 00:00:00",Medium
TATA Balanced Advantage Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Long-Term Schemes,19.8745,"Fri, 25 Oct 2024 00:00:00",Medium
TATA Balanced Advantage Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Long-Term Schemes,19.8745,"Fri, 25 Oct 2024 00:00:00",Medium
Quant Value Fund - IDCW Option - Direct Plan,Equity Scheme - Value Fund,Long-Term Schemes,19.8459,"Fri, 25 Oct 2024 00:00:00",Medium
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,Hybrid Scheme - Aggressive Hybrid Fund,Long-Term Schemes,19.84,"Fri, 25 Oct 2024 00:00:00",Medium
Aditya Birla Sun Life International Equity Fund - Plan B - Regular - IDCW,Equity Scheme - Sectoral/ Thematic,Long-Term Schemes,19.8371,"Fri, 28 Jul 2023 00:00:00",Medium
Mahindra Manulife Focused Fund - Regular Plan - IDCW,Equity Scheme - Focused Fund,Long-Term Schemes,19.8116,"Fri, 25 Oct 2024 00:00:00",Medium
Mahindra Manulife Aggressive Hybrid Fund - Regular Plan - IDCW,Hybrid Scheme - Aggressive Hybrid Fund,Long-Term Schemes,19.8012,"Fri, 25 Oct 2024 00:00:00",Medium
NIPPON INDIA ASSET ALLOCATOR FOF - IDCW Option,Other Scheme - FoF Domestic,Long-Term Schemes,19.7941,"Fri, 25 Oct 2024 00:00:00",Medium
Nippon India Asset Allocator FoF - Regular Plan - Growth Option,Other Scheme - FoF Domestic,Long-Term Schemes,19.7941,"Fri, 25 Oct 2024 00:00:00",Medium
NIPPON INDIA EQUITY HYBRID FUND - DIRECT Plan - MONTHLY IDCW Option,Hybrid Scheme - Aggressive Hybrid Fund,Long-Term Schemes,19.7929,"Fri, 25 Oct 2024 00:00:00",Medium
Kotak Nifty Next 50 Index Fund - Regular Plan - Payout of Income Distribution cum capital withdrawal option,Other Scheme - Index Funds,Long-Term Schemes,19.7914,"Fri, 25 Oct 2024 00:00:00",Medium
ITI Mid Cap Fund - Regular Plan - IDCW Option,Equity Scheme - Mid Cap Fund,Long-Term Schemes,19.7912,"Fri, 25 Oct 2024 00:00:00",Medium
Kotak Nifty Next 50 Index Fund - Regular Plan - Growth Option,Other Scheme - Index Funds,Long-Term Schemes,19.7909,"Fri, 25 Oct 2024 00:00:00",Medium
Groww Value Fund (formerly known as Indiabulls Value Fund)- Regular Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment.,Equity Scheme - Value Fund,Long-Term Schemes,19.7902,"Fri, 25 Oct 2024 00:00:00",Medium
Edelweiss Arbitrage Fund- Direct Plan- Growth Option,Hybrid Scheme - Arbitrage Fund,Short-Term Schemes,19.7804,"Fri, 25 Oct 2024 00:00:00",Medium
HDFC Dynamic Debt Fund - Normal IDCW - Direct Plan,Debt Scheme - Dynamic Bond,Short-Term Schemes,19.774,"Fri, 25 Oct 2024 00:00:00",Medium
Mahindra Manulife Equity Savings Fund - Regular Plan - Growth,Hybrid Scheme - Equity Savings,Long-Term Schemes,19.7297,"Fri, 25 Oct 2024 00:00:00",Medium
Axis Multi Asset Allocation Fund - Regular Plan - Monthly IDCW,Hybrid Scheme - Multi Asset Allocation,Long-Term Schemes,19.7242,"Fri, 25 Oct 2024 00:00:00",Medium
Navi Aggressive Hybrid Fund - Regular Plan Half Yearly IDCW,Hybrid Scheme - Aggressive Hybrid Fund,Long-Term Schemes,19.7206,"Fri, 25 Oct 2024 00:00:00",Medium
JM Midcap Fund (Direct) - Growth,Equity Scheme - Mid Cap Fund,Long-Term Schemes,19.7181,"Fri, 25 Oct 2024 00:00:00",Medium
JM Midcap Fund (Direct) - IDCW,Equity Scheme - Mid Cap Fund,Long-Term Schemes,19.718,"Fri, 25 Oct 2024 00:00:00",Medium
ICICI Prudential Interval Fund IV - Quarterly Interval Plan B - Retail Growth,Income,Short-Term Schemes,19.7164,"Fri, 27 Oct 2017 00:00:00",Medium
Navi Aggressive Hybrid Fund - Regular Plan Normal IDCW,Hybrid Scheme - Aggressive Hybrid Fund,Long-Term Schemes,19.7095,"Fri, 25 Oct 2024 00:00:00",Medium
Navi Aggressive Hybrid Fund - Regular Plan - Growth,Hybrid Scheme - Aggressive Hybrid Fund,Long-Term Schemes,19.7085,"Fri, 25 Oct 2024 00:00:00",Medium
Navi Aggressive Hybrid Fund - Regular Plan Quarterly IDCW,Hybrid Scheme - Aggressive Hybrid Fund,Long-Term Schemes,19.7085,"Fri, 25 Oct 2024 00:00:00",Medium
Navi Aggressive Hybrid Fund - Regular Plan Monthly IDCW,Hybrid Scheme - Aggressive Hybrid Fund,Long-Term Schemes,19.7078,"Fri, 25 Oct 2024 00:00:00",Medium
Navi Aggressive Hybrid Fund - Regular Plan Annual IDCW,Hybrid Scheme - Aggressive Hybrid Fund,Long-Term Schemes,19.706,"Fri, 25 Oct 2024 00:00:00",Medium
ICICI Prudential Dynamic Bond Fund - Growth,Income,Short-Term Schemes,19.6985,"Fri, 25 May 2018 00:00:00",Medium
ICICI Prudential Dynamic Bond Fund - Bonus,Income,Short-Term Schemes,19.6984,"Fri, 25 May 2018 00:00:00",Medium
Sundaram Balanced Advantage Fund (Formerly Known as Principal Balanced Advantage Fund) - Direct Plan - Monthly Income Distribution CUM Capital Withdrawal Option,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Long-Term Schemes,19.6911,"Fri, 25 Oct 2024 00:00:00",Medium
Kotak Balanced Advantage Fund - Regular Plan - Payout of Income Distribution cum capital withdrawal option Option,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Long-Term Schemes,19.691,"Fri, 25 Oct 2024 00:00:00",Medium
Kotak Balanced Advantage Fund -Regular Plan - Growth Option,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Long-Term Schemes,19.69,"Fri, 25 Oct 2024 00:00:00",Medium
Mahindra Manulife Large Cap Fund - Direct Plan - IDCW,Equity Scheme - Large Cap Fund,Long-Term Schemes,19.6894,"Fri, 25 Oct 2024 00:00:00",Medium
SBI Magnum Gilt Fund - Income Distribution cum Capital Withdrawal Option (IDCW) - PF (Fixed Period - 2 Yrs),Debt Scheme - Gilt Fund,Short-Term Schemes,19.6847,"Fri, 25 Oct 2024 00:00:00",Medium
NIPPON INDIA BANKING & PSU DEBT FUND - IDCW Option,Debt Scheme - Banking and PSU Fund,Short-Term Schemes,19.6261,"Fri, 25 Oct 2024 00:00:00",Medium
Nippon India Banking  & PSU Debt Fund- Growth Plan- Growth Option,Debt Scheme - Banking and PSU Fund,Short-Term Schemes,19.6261,"Fri, 25 Oct 2024 00:00:00",Medium
Edelweiss MSCI India Domestic & World Healthcare 45 index Fund Regular Plan - Growth,Other Scheme - Index Funds,Long-Term Schemes,19.6109,"Thu, 24 Oct 2024 00:00:00",Medium
Edelweiss MSCI India Domestic & World Healthcare 45 Index Fund - Regular Plan - IDCW Option,Other Scheme - Index Funds,Long-Term Schemes,19.6109,"Thu, 24 Oct 2024 00:00:00",Medium
Mirae Asset Banking and Financial Services Fund Direct Growth,Equity Scheme - Sectoral/ Thematic,Long-Term Schemes,19.609,"Fri, 25 Oct 2024 00:00:00",Medium
Axis Flexi Cap fund - Direct Plan - IDCW,Equity Scheme - Flexi Cap Fund,Long-Term Schemes,19.58,"Fri, 25 Oct 2024 00:00:00",Medium
Edelweiss Europe Dynamic Equity Offshore Fund - Growth Option - Regular Plan,Other Scheme - FoF Overseas,Long-Term Schemes,19.5768,"Thu, 24 Oct 2024 00:00:00",Medium
Mahindra Manulife Small Cap Fund - Regular Plan - Growth,Equity Scheme - Small Cap Fund,Long-Term Schemes,19.5519,"Fri, 25 Oct 2024 00:00:00",Medium
Mahindra Manulife Small Cap Fund - Regular Plan - IDCW,Equity Scheme - Small Cap Fund,Long-Term Schemes,19.5519,"Fri, 25 Oct 2024 00:00:00",Medium
NIPPON INDIA RETIREMENT FUND - INCOME GENERATION SCHEME - IDCW Option,Solution Oriented Scheme - Retirement Fund,Long-Term Schemes,19.5473,"Fri, 25 Oct 2024 00:00:00",Medium
Nippon India Retirement Fund- Income Generation Scheme-Growth Plan - Growth Option,Solution Oriented Scheme - Retirement Fund,Long-Term Schemes,19.5446,"Fri, 25 Oct 2024 00:00:00",Medium
Nippon India Retirement Fund- Income Generation Scheme- Growth Plan- Bonus Option,Solution Oriented Scheme - Retirement Fund,Long-Term Schemes,19.5446,"Fri, 25 Oct 2024 00:00:00",Medium
Mirae Asset Banking and Financial Services Fund Direct  IDCW,Equity Scheme - Sectoral/ Thematic,Long-Term Schemes,19.538,"Fri, 25 Oct 2024 00:00:00",Medium
Aditya Birla Sun Life Multi-Cap Fund-Regular Growth,Equity Scheme - Multi Cap Fund,Long-Term Schemes,19.53,"Thu, 24 Oct 2024 00:00:00",Medium
UTI Conservative Hybrid Fund - Direct Plan - Monthly IDCW,Hybrid Scheme - Conservative Hybrid Fund,Long-Term Schemes,19.5048,"Fri, 25 Oct 2024 00:00:00",Medium
NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - IDCW Option,Debt Scheme - Credit Risk Fund,Short-Term Schemes,19.5,"Fri, 25 Oct 2024 00:00:00",Medium
Axis Bluechip Fund - Regular Plan - IDCW,Equity Scheme - Large Cap Fund,Long-Term Schemes,19.5,"Fri, 25 Oct 2024 00:00:00",Medium
Aditya Birla Sun Life Special Opportunities Fund-Regular - IDCW,Equity Scheme - Sectoral/ Thematic,Long-Term Schemes,19.5,"Fri, 25 Oct 2024 00:00:00",Medium
SBI Magnum Constant Maturity Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Debt Scheme - Gilt Fund with 10 year constant duration,Short-Term Schemes,19.4947,"Fri, 25 Oct 2024 00:00:00",Medium
Axis Short Duration Fund - Regular Plan - Regular IDCW,Debt Scheme - Short Duration Fund,Short-Term Schemes,19.4946,"Fri, 25 Oct 2024 00:00:00",Medium
Axis Retirement Fund - Aggressive Plan - Direct Growth,Solution Oriented Scheme - Retirement Fund,Long-Term Schemes,19.49,"Fri, 25 Oct 2024 00:00:00",Medium
Aditya Birla Sun Life Retirement Fund-The 40s Plan-Direct Plan-Growth,Solution Oriented Scheme - Retirement Fund,Long-Term Schemes,19.487,"Fri, 25 Oct 2024 00:00:00",Medium
ICICI Prudential Business Cycle Fund IDCW,Equity Scheme - Sectoral/ Thematic,Long-Term Schemes,19.48,"Thu, 24 Oct 2024 00:00:00",Medium
Kotak Equity Savings Fund - Direct - Monthly Payout of Income Distribution cum capital withdrawal option,Hybrid Scheme - Equity Savings,Long-Term Schemes,19.4719,"Fri, 25 Oct 2024 00:00:00",Medium
NIPPON INDIA NIFTY 50 VALUE 20 INDEX FUND - IDCW Option,Other Scheme - Index Funds,Long-Term Schemes,19.4661,"Fri, 25 Oct 2024 00:00:00",Medium
Nippon India Nifty 50 Value 20 Index Fund - Regular Plan - Growth Option,Other Scheme - Index Funds,Long-Term Schemes,19.4661,"Fri, 25 Oct 2024 00:00:00",Medium
SBI Credit Risk Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Debt Scheme - Credit Risk Fund,Short-Term Schemes,19.4612,"Fri, 25 Oct 2024 00:00:00",Medium
SBI Magnum Gilt Fund - Income Distribution cum Capital Withdrawal Option (IDCW) - PF (Fixed Period - 1 Yr),Debt Scheme - Gilt Fund,Short-Term Schemes,19.4524,"Fri, 25 Oct 2024 00:00:00",Medium
Axis Retirement Fund - Aggressive Plan - Direct Plan - IDCW,Solution Oriented Scheme - Retirement Fund,Long-Term Schemes,19.44,"Fri, 25 Oct 2024 00:00:00",Medium
Nippon India Capital Protection Oriented Fund II - Plan A - Direct Plan - Growth Option,Income,Short-Term Schemes,19.439,"Mon, 07 Aug 2023 00:00:00",Medium
HSBC Global Emerging Markets Fund - Growth,Other Scheme - FoF Overseas,Long-Term Schemes,19.438,"Thu, 24 Oct 2024 00:00:00",Medium
Navi Nifty Midcap 150 Index Fund Direct Plan- Growth,Other Scheme - Index Funds,Long-Term Schemes,19.4374,"Fri, 25 Oct 2024 00:00:00",Medium
Union Balanced Advantage Fund - Regular Plan - Growth Option,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Long-Term Schemes,19.43,"Fri, 25 Oct 2024 00:00:00",Medium
Union Balanced Advantage Fund - Regular Plan - IDCW Option,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Long-Term Schemes,19.43,"Fri, 25 Oct 2024 00:00:00",Medium
Axis Innovation Fund - Direct Plan - IDCW,Equity Scheme - Sectoral/ Thematic,Long-Term Schemes,19.43,"Thu, 24 Oct 2024 00:00:00",Medium
Axis Innovation Fund - Direct Plan - Growth Option,Equity Scheme - Sectoral/ Thematic,Long-Term Schemes,19.43,"Thu, 24 Oct 2024 00:00:00",Medium
DSP Low Duration Fund - Direct Plan - Growth,Debt Scheme - Low Duration Fund,Short-Term Schemes,19.429,"Fri, 25 Oct 2024 00:00:00",Medium
LIC MF Equity Savings Fund-Direct Plan-Monthly IDCW,Hybrid Scheme - Equity Savings,Long-Term Schemes,19.4174,"Fri, 25 Oct 2024 00:00:00",Medium
DSP Quant Fund - Regular Plan - IDCW,Equity Scheme - Sectoral/ Thematic,Long-Term Schemes,19.416,"Fri, 25 Oct 2024 00:00:00",Medium
SBI Retirement Benefit Fund - Aggressive Hybrid Plan - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Solution Oriented Scheme - Retirement Fund,Long-Term Schemes,19.384,"Fri, 25 Oct 2024 00:00:00",Medium
SBI Retirement Benefit Fund - Aggressive Hybrid Plan - Direct Plan - Growth,Solution Oriented Scheme - Retirement Fund,Long-Term Schemes,19.3818,"Fri, 25 Oct 2024 00:00:00",Medium
Axis Short Duration Fund - Direct Plan - Regular IDCW,Debt Scheme - Short Duration Fund,Short-Term Schemes,19.3799,"Fri, 25 Oct 2024 00:00:00",Medium
SBI Magnum Gilt Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Debt Scheme - Gilt Fund,Short-Term Schemes,19.3607,"Fri, 25 Oct 2024 00:00:00",Medium
HSBC Arbitrage Fund - Direct Growth,Hybrid Scheme - Arbitrage Fund,Short-Term Schemes,19.3588,"Fri, 25 Oct 2024 00:00:00",Medium
Aditya Birla Sun Life Multi-Cap Fund-Direct IDCW Payout,Equity Scheme - Multi Cap Fund,Long-Term Schemes,19.35,"Thu, 24 Oct 2024 00:00:00",Medium
